Site	truth	ReDD
chr22-31349769	0.1	0.0
chr22-31349771	0.03	0.0
chr22-31349782	0.05	0.2
chr22-31349807	0.06	0.2
chr22-31349812	0.44	0.0
chr22-31435026	0.04	0.8571428571428571
chr22-31435077	0.05	0.14285714285714285
chr22-31435095	0.03	0.2857142857142857
chr22-31435486	0.03	0.7142857142857143
chr22-31435493	0.04	0.14285714285714285
chr22-31435523	0.06	0.0
chr22-31435533	0.04	0.0
chr22-31435566	0.66	0.8571428571428571
chr22-31435629	0.31	0.0
chr22-31435635	0.05	0.0
chr22-31435668	0.27	0.14285714285714285
chr22-36487829	0.01	0.02857142857142857
chr22-36487835	0.01	0.34285714285714286
chr22-36487847	0.01	0.0
chr22-36487848	0.02	0.0
chr22-36487870	0.07	0.029411764705882353
chr22-36487875	0.12	0.08823529411764706
chr22-36487887	0.02	0.08823529411764706
chr22-36487888	0.01	0.058823529411764705
chr22-36487900	0.15	0.03125
chr22-36487907	0.5	0.0625
chr22-36487912	0.14	0.15625
chr22-36487920	0.29	0.7666666666666667
chr22-36487922	0.01	0.0
chr22-36487924	0.02	0.0
chr22-36487926	0.29	0.9333333333333333
chr22-36487929	0.11	0.5161290322580645
chr22-36487935	0.42	0.0
chr22-36487944	0.59	0.2903225806451613
chr22-36487948	0.47	0.34375
chr22-36487957	0.01	0.0
chr22-36487967	0.45	0.2222222222222222
chr22-36487968	0.11	0.07142857142857142
chr22-36487970	0.13	0.06896551724137931
chr22-36487980	0.13	0.8709677419354839
chr22-36487983	0.04	0.0967741935483871
chr22-36487991	0.17	0.13333333333333333
chr22-36487992	0.17	0.06666666666666667
chr22-36488005	0.1	0.0
chr22-36488006	0.02	0.0967741935483871
chr22-36488008	0.32	0.0
chr22-36488009	0.19	0.06666666666666667
chr22-36488010	0.03	0.06666666666666667
chr22-36488053	0.22	0.36666666666666664
chr22-36488289	0.01	0.0
chr22-36488301	0.02	0.0
chr22-36488348	0.01	0.13333333333333333
chr22-36488356	0.06	0.0
chr22-36488364	0.06	0.0
chr22-36488374	0.01	0.0
chr22-36488379	0.1	0.21428571428571427
chr22-36488391	0.01	0.07692307692307693
chr22-36488396	0.01	0.07692307692307693
chr22-36488423	0.03	0.3076923076923077
chr22-36488426	0.04	0.0
chr22-36488429	0.01	0.09090909090909091
chr22-36488439	0.02	0.0
chr22-36488442	0.31	0.25
chr22-36488453	0.01	0.0
chr22-36488456	0.04	0.0
chr22-36488459	0.15	0.0
chr22-36488487	0.04	0.08333333333333333
chr22-36488492	0.19	0.09090909090909091
chr22-36488509	0.05	0.08333333333333333
chr22-36488533	0.01	0.45454545454545453
chr22-36488539	0.05	0.0
chr22-36488620	0.04	0.0
chr22-36488624	0.11	0.1
chr22-36488634	0.03	0.0
chr22-36488639	0.01	0.0
chr22-36488649	0.01	0.3
chr22-36488654	0.13	0.0
chr22-36488658	0.05	0.1111111111111111
chr22-36488667	0.06	0.3333333333333333
chr22-36488671	0.02	0.0
chr22-36488678	0.01	0.1111111111111111
chr22-36488679	0.34	0.2222222222222222
chr22-36488684	0.02	0.0
chr22-36488693	0.01	0.5
chr22-36488703	0.01	0.0
chr22-36488710	0.02	0.0
chr22-36488714	0.03	0.0
chr22-36488719	0.17	0.2
chr22-36488720	0.18	0.4
chr22-36488733	0.37	0.6
chr22-36488742	0.22	0.5
chr22-36488746	0.07	0.0
chr22-36488749	0.01	0.0
chr22-36488750	0.01	0.0
chr22-36488751	0.1	0.0
chr22-36488752	0.02	0.0
chr22-36488754	0.34	0.1111111111111111
chr22-36488756	0.12	0.0
chr22-36488759	0.29	0.2
chr22-36488763	0.17	0.1
chr22-36488774	0.06	0.0
chr22-36488775	0.04	0.0
chr22-36488784	0.04	0.8
chr22-36488785	0.02	0.0
chr22-36488788	0.03	0.0
chr22-36488794	0.02	0.0
chr22-36488799	0.03	0.0
chr22-36488808	0.1	0.2222222222222222
chr22-36488813	0.24	0.0
chr22-36488818	0.49	0.3333333333333333
chr22-36488831	0.03	0.0
chr22-36488837	0.01	0.0
chr22-37948170	0.08	0.4
chr22-37948192	0.03	0.8
chr22-37948198	0.03	0.2
chr22-37948199	0.08	0.0
chr22-37948223	0.07	0.0
chr22-37948238	0.11	0.2
chr22-37948277	0.02	0.2
chr22-37948290	0.03	0.0
chr22-37948303	0.08	0.2
chr22-37948329	0.19	0.4
chr22-37948339	0.14	0.2
chr22-37948365	0.05	0.2
chr22-37948371	0.04	0.2
chr22-37948375	0.04	1.0
chr22-37948395	0.18	0.0
chr22-37948474	0.07	0.0
chr22-37948500	0.08	0.8
chr22-37948501	0.05	0.8
chr22-37948541	0.07	0.0
chr22-37948542	0.08	0.2
chr22-38292125	0.02	0.375
chr22-38292151	0.05	0.625
chr22-38292154	0.02	0.0
chr22-38292190	0.03	0.5
chr22-38292214	0.02	0.14285714285714285
chr22-38292266	0.01	0.14285714285714285
chr22-38292276	0.01	0.0
chr22-38519255	0.02	0.047619047619047616
chr22-38519256	0.02	0.0
chr22-39018748	0.02	0.07142857142857142
chr22-39018749	0.03	0.0
chr22-39018767	0.13	0.14285714285714285
chr22-39018918	0.02	0.06666666666666667
chr22-39019867	0.12	0.0
chr22-39019869	0.02	0.0
chr22-39019886	0.09	0.05555555555555555
chr22-39019900	0.57	0.1111111111111111
chr22-39019905	0.07	0.3333333333333333
chr22-39019906	0.33	0.2777777777777778
chr22-39020018	0.02	0.10526315789473684
chr22-39020070	0.01	0.3157894736842105
chr22-39516465	0.01	0.075
chr22-39516580	0.01	0.8372093023255814
chr22-39516582	0.01	0.7674418604651163
chr22-39516642	0.01	0.32608695652173914
chr22-40955334	0.16	0.041666666666666664
chr22-41599612	0.01	0.0
chr22-41599617	0.02	0.0
chr22-41599620	0.11	0.07142857142857142
chr22-41599627	0.11	0.2857142857142857
chr22-41599668	0.11	0.0
chr22-41599671	0.79	0.42857142857142855
chr22-41599675	0.53	0.0
chr22-41599688	0.38	0.0
chr22-41599698	0.45	0.9230769230769231
chr22-41599724	0.26	0.8461538461538461
chr22-41599732	0.32	0.2
chr22-41599738	0.71	0.4166666666666667
chr22-41599741	0.62	0.36363636363636365
chr22-41599752	0.27	0.16666666666666666
chr22-41599762	0.25	0.75
chr22-41599922	0.27	0.5
chr22-41599934	0.67	0.2
chr22-41599935	0.23	0.0
chr22-41600013	0.88	0.6
chr22-41600016	0.2	0.1
chr22-41600022	0.52	0.0
chr22-41600030	0.16	0.1
chr22-41600031	0.22	0.1
chr22-41600057	0.28	0.6
chr22-41600067	0.45	0.8
chr22-41600079	0.09	0.2
chr22-41600096	0.49	0.2857142857142857
chr22-41600097	0.33	0.2857142857142857
chr22-41600117	0.07	0.125
chr22-41600153	0.14	0.14285714285714285
chr22-41600160	0.06	0.0
chr22-41600177	0.03	0.0
chr22-42509471	0.05	0.8
chr22-42509501	0.07	0.0
chr22-42509601	0.09	0.36
chr22-42509602	0.13	0.36
chr22-42509620	0.02	0.16
chr22-42510103	0.02	0.8214285714285714
chr22-42510144	0.01	0.0
chr22-42510158	0.02	0.0
chr22-42510234	0.03	0.5185185185185185
chr22-42510235	0.01	0.35714285714285715
chr22-42511142	0.02	0.07407407407407407
chr22-42511301	0.01	0.6666666666666666
chr22-43951061	0.06	0.8
chr22-43951094	0.46	0.0
chr22-43951097	0.13	0.2
chr22-43951101	0.81	0.8
chr22-43951102	0.15	0.6
chr22-43951162	0.27	0.0
chr22-43951170	0.66	0.2
chr22-43951188	0.7	1.0
chr22-43951189	0.36	1.0
chr22-43951194	0.08	0.0
chr22-45133358	0.2	0.15384615384615385
chr22-45133449	0.2	0.7
chr22-45133462	0.24	0.1111111111111111
chr22-45193983	0.13	0.0
chr22-45340841	0.09	0.14285714285714285
chr22-45340863	0.05	0.14285714285714285
chr22-45340882	0.03	0.8571428571428571
chr22-45340902	0.07	0.0
chr22-45340903	0.11	0.42857142857142855
chr22-45340920	0.09	0.14285714285714285
chr22-45340932	0.05	1.0
chr22-45340942	0.03	0.0
chr22-45340944	0.02	0.0
chr22-45340964	0.02	0.14285714285714285
chr22-45340986	0.26	0.375
chr22-45341000	0.02	0.375
chr22-45341065	0.02	0.125
chr22-46292235	0.13	0.0
chr22-46685274	0.01	0.1111111111111111
chr3-9384904	0.01	0.10526315789473684
chr3-9389598	0.07	0.7
chr3-9389743	0.03	0.0
chr3-9818449	0.4	0.2
chr3-9818473	0.09	0.0
chr3-9818486	0.49	0.8
chr3-9818510	0.09	0.2
chr3-9818535	0.12	0.0
chr3-9818553	0.07	0.4
chr3-9818575	0.81	1.0
chr3-9818579	0.2	0.3333333333333333
chr3-9818615	0.09	0.0
chr3-9818620	0.34	0.5
chr3-9818630	0.07	0.16666666666666666
chr3-9818642	0.1	0.6666666666666666
chr3-9836048	0.05	0.6
chr3-9836201	0.06	0.0
chr3-9841556	0.04	0.0
chr3-9841604	0.05	0.0
chr3-9963573	0.04	0.05263157894736842
chr3-9963611	0.04	0.8333333333333334
chr3-9981710	0.07	0.0
chr3-9986996	0.01	0.47058823529411764
chr3-9987030	0.02	0.0
chr3-9987037	0.01	0.125
chr3-9987051	0.01	0.0
chr3-9987060	0.01	0.0
chr3-9987068	0.01	0.4117647058823529
chr3-9987093	0.11	0.3333333333333333
chr3-9987103	0.01	0.2777777777777778
chr3-9987135	0.04	0.11764705882352941
chr3-9987139	0.12	0.8823529411764706
chr3-9987142	0.01	0.2222222222222222
chr3-10101479	0.03	0.5714285714285714
chr3-10101485	0.02	0.13333333333333333
chr3-10101486	0.04	0.6
chr3-10101503	0.01	0.0
chr3-10101515	0.04	0.8666666666666667
chr3-10101525	0.01	0.0
chr3-10101552	0.03	0.0
chr3-10101566	0.01	0.3125
chr3-10101586	0.02	0.0
chr3-10101605	0.01	0.06666666666666667
chr3-10101635	0.02	0.25
chr3-10101657	0.01	0.375
chr3-10152203	0.01	0.0
chr3-10152206	0.01	0.0
chr3-10152207	0.02	0.0
chr3-10152210	0.01	0.0
chr3-10152216	0.01	0.0
chr3-10152219	0.01	0.0
chr3-10152222	0.36	0.4
chr3-10152248	0.06	0.0
chr3-10152249	0.04	0.3333333333333333
chr3-10152262	0.03	0.5
chr3-10152271	0.01	0.0
chr3-10152275	0.01	0.16666666666666666
chr3-10152278	0.01	0.0
chr3-10152281	0.02	0.0
chr3-10152284	0.02	0.0
chr3-10152310	0.11	0.16666666666666666
chr3-10152314	0.01	0.0
chr3-10152321	0.03	0.0
chr3-10152326	0.05	0.0
chr3-10152524	0.09	0.8125
chr3-10152557	0.05	0.125
chr3-10152572	0.02	0.13333333333333333
chr3-10152573	0.02	0.2857142857142857
chr3-10152587	0.04	0.375
chr3-10152592	0.07	0.25
chr3-10152619	0.01	0.06666666666666667
chr3-10152634	0.02	0.058823529411764705
chr3-10152645	0.01	0.23529411764705882
chr3-10152658	0.01	0.0625
chr3-10152659	0.03	0.0
chr3-10152689	0.1	0.13333333333333333
chr3-10152692	0.03	0.1875
chr3-10152721	0.01	0.0
chr3-10152729	0.01	0.5
chr3-10152751	0.17	0.11764705882352941
chr3-10152866	0.02	0.047619047619047616
chr3-10152871	0.19	0.0
chr3-10152887	0.02	0.42857142857142855
chr3-10152888	0.03	0.5238095238095238
chr3-10152910	0.06	0.047619047619047616
chr3-10152933	0.04	0.0
chr3-10152941	0.04	0.0
chr3-10152942	0.1	0.25
chr3-10152944	0.01	0.0
chr3-10152957	0.13	0.21739130434782608
chr3-10152965	0.02	0.0
chr3-10152966	0.04	0.043478260869565216
chr3-10152967	0.05	0.041666666666666664
chr3-10152972	0.01	0.041666666666666664
chr3-10153013	0.01	0.13333333333333333
chr3-10153021	0.03	0.5333333333333333
chr3-10153022	0.02	0.6333333333333333
chr3-10153044	0.02	0.22580645161290322
chr3-10153089	0.01	0.0625
chr3-10153127	0.03	0.0
chr3-10153128	0.03	0.03333333333333333
chr3-10153157	0.1	0.875
chr3-10153206	0.09	0.17142857142857143
chr3-10153219	0.04	0.05555555555555555
chr3-10153223	0.02	0.08333333333333333
chr3-10153238	0.01	0.0
chr3-10153249	0.04	0.19444444444444445
chr3-10153260	0.03	0.0
chr3-10153266	0.01	0.02702702702702703
chr3-10153300	0.04	0.13157894736842105
chr3-10153349	0.03	0.23684210526315788
chr3-10153350	0.02	0.10256410256410256
chr3-10153370	0.04	0.15384615384615385
chr3-10153374	0.01	0.1282051282051282
chr3-10153378	0.26	0.20512820512820512
chr3-10153379	0.04	0.3333333333333333
chr3-10153381	0.05	0.10256410256410256
chr3-10153408	0.07	0.3076923076923077
chr3-10153411	0.05	0.07692307692307693
chr3-10153412	0.33	0.358974358974359
chr3-10153414	0.01	0.0
chr3-10153419	0.09	0.02564102564102564
chr3-12539198	0.02	0.0
chr3-12539234	0.07	0.14285714285714285
chr3-12539251	0.07	0.0
chr3-12539299	0.06	0.0
chr3-12539317	0.16	0.7142857142857143
chr3-12539396	0.06	0.16666666666666666
chr3-14944582	0.01	0.015384615384615385
chr3-14944591	0.05	0.27692307692307694
chr3-14944597	0.54	0.7846153846153846
chr3-14944603	0.23	0.24615384615384617
chr3-14944604	0.07	0.046153846153846156
chr3-14944631	0.03	0.0
chr3-14944643	0.02	0.140625
chr3-14944757	0.01	0.18032786885245902
chr3-14944892	0.04	0.018518518518518517
chr3-14944905	0.01	0.16279069767441862
chr3-14944910	0.01	0.10909090909090909
chr3-14944940	0.02	0.037037037037037035
chr3-14944945	0.03	0.5740740740740741
chr3-14944946	0.05	0.42592592592592593
chr3-15051304	0.01	0.0
chr3-15070891	0.02	0.2222222222222222
chr3-15070920	0.02	0.0
chr3-15070994	0.01	0.0
chr3-15071047	0.02	0.0
chr3-15071096	0.03	0.2222222222222222
chr3-15071097	0.01	0.2222222222222222
chr3-15071105	0.07	0.2222222222222222
chr3-15072148	0.2	0.0
chr3-15072149	0.07	0.0
chr3-15072150	0.01	0.0
chr3-15072174	0.02	0.2
chr3-15072187	0.05	0.0
chr3-15072226	0.11	1.0
chr3-15072229	0.08	0.0
chr3-15072268	0.02	0.0
chr3-15072303	0.01	0.0
chr3-15072309	0.08	0.8
chr3-15072323	0.02	0.0
chr3-15072335	0.23	0.0
chr3-15072340	0.67	0.8
chr3-15072378	0.05	0.6
chr3-15410336	0.01	0.0
chr3-15410385	0.04	0.0
chr3-15410395	0.42	0.15384615384615385
chr3-15410396	0.2	0.07692307692307693
chr3-15410420	0.02	0.3333333333333333
chr3-15410426	0.03	0.23076923076923078
chr3-15410449	0.01	0.8571428571428571
chr3-15410475	0.05	0.5714285714285714
chr3-15410479	0.01	0.0
chr3-15410529	0.01	0.0
chr3-15410530	0.03	0.07692307692307693
chr3-15410586	0.02	0.23076923076923078
chr3-15410747	0.04	0.08333333333333333
chr3-15410753	0.29	0.75
chr3-15410769	0.02	0.25
chr3-15410783	0.27	0.08333333333333333
chr3-15410786	0.25	0.4166666666666667
chr3-15410787	0.17	0.25
chr3-15410824	0.05	0.0
chr3-15410861	0.03	0.0
chr3-15410864	0.04	0.5454545454545454
chr3-15410903	0.08	0.0
chr3-15410904	0.03	0.0
chr3-15410965	0.06	0.1
chr3-15410984	0.04	0.0
chr3-15410989	0.06	0.2222222222222222
chr3-15411003	0.21	0.4444444444444444
chr3-15411021	0.08	0.3333333333333333
chr3-15411025	0.06	0.0
chr3-15411030	0.65	0.8571428571428571
chr3-15411031	0.39	0.7142857142857143
chr3-15411047	0.89	0.7777777777777778
chr3-15411127	0.01	0.0
chr3-20170169	0.05	0.2
chr3-20170182	0.02	0.0
chr3-23911342	0.03	0.8461538461538461
chr3-32572346	0.12	0.09090909090909091
chr3-32572408	0.4	0.5454545454545454
chr3-33142759	0.01	0.09333333333333334
chr3-33142837	0.01	0.8243243243243243
chr3-33152173	0.02	0.14285714285714285
chr3-33152252	0.07	0.42857142857142855
chr3-33152263	0.02	0.0
chr3-33152343	0.02	0.0
chr3-33152357	0.03	0.0
chr3-38524472	0.01	0.09090909090909091
chr3-38524473	0.01	0.0
chr3-38524499	0.01	0.18181818181818182
chr3-38524525	0.08	0.18181818181818182
chr3-38524533	0.13	0.0
chr3-38524535	0.07	0.36363636363636365
chr3-38524541	0.13	0.0
chr3-38524542	0.02	0.0
chr3-38524543	0.02	0.0
chr3-38524555	0.01	0.0
chr3-38524556	0.02	0.0
chr3-38525685	0.03	0.3333333333333333
chr3-38525696	0.02	0.2222222222222222
chr3-38525744	0.02	0.0
chr3-38525761	0.06	0.1111111111111111
chr3-38525762	0.05	0.0
chr3-38525791	0.02	0.0
chr3-38525797	0.05	0.3333333333333333
chr3-38525823	0.03	0.6666666666666666
chr3-38525829	0.04	0.0
chr3-38525833	0.07	0.0
chr3-38525847	0.03	0.0
chr3-40466407	0.04	0.2
chr3-40466425	0.12	0.4
chr3-40466426	0.1	0.6
chr3-40466431	0.15	0.2
chr3-40466452	0.15	0.0
chr3-40466469	0.1	0.2
chr3-40466485	0.04	0.16666666666666666
chr3-40466493	0.04	0.0
chr3-40466495	0.07	0.16666666666666666
chr3-40517287	0.11	0.5
chr3-40517288	0.16	0.5
chr3-40517331	0.02	0.125
chr3-40517354	0.01	0.5
chr3-40517401	0.05	0.625
chr3-40517405	0.11	0.125
chr3-40517427	0.03	0.5
chr3-40517428	0.08	0.375
chr3-40517437	0.08	0.16666666666666666
chr3-40517440	0.02	0.14285714285714285
chr3-40517463	0.06	0.375
chr3-40517468	0.02	0.5
chr3-40517480	0.04	0.25
chr3-40517498	0.02	0.0
chr3-44749144	0.07	0.1016949152542373
chr3-44749145	0.02	0.01694915254237288
chr3-44749163	0.01	0.5263157894736842
chr3-44749199	0.06	0.7368421052631579
chr3-44749207	0.02	0.32142857142857145
chr3-44749267	0.1	0.18181818181818182
chr3-44749280	0.01	0.0
chr3-44749356	0.08	0.018518518518518517
chr3-44749387	0.11	0.0
chr3-44749411	0.01	0.0
chr3-44749824	0.01	0.0
chr3-44749828	0.01	0.03333333333333333
chr3-44749829	0.02	0.06666666666666667
chr3-44749902	0.02	0.0
chr3-44749905	0.21	0.10344827586206896
chr3-44749914	0.13	0.10344827586206896
chr3-44749944	0.02	0.03571428571428571
chr3-44749950	0.06	0.2413793103448276
chr3-44750012	0.02	0.20689655172413793
chr3-44750055	0.04	0.037037037037037035
chr3-44750061	0.09	0.42857142857142855
chr3-44750077	0.04	0.17857142857142858
chr3-44750080	0.02	0.0
chr3-45680332	0.04	0.0
chr3-45680363	0.01	0.0
chr3-45680387	0.04	0.2222222222222222
chr3-45680392	0.04	0.7777777777777778
chr3-45680412	0.06	0.1111111111111111
chr3-45680413	0.08	0.2222222222222222
chr3-45680439	0.01	0.0
chr3-45680442	0.19	0.6666666666666666
chr3-45680483	0.03	0.0
chr3-45680538	0.02	0.2222222222222222
chr3-45680555	0.32	0.0
chr3-45680563	0.2	0.1111111111111111
chr3-45680578	0.02	0.1111111111111111
chr3-45680756	0.03	0.6428571428571429
chr3-45680770	0.05	0.0
chr3-45680791	0.09	0.06666666666666667
chr3-45680795	0.25	0.4
chr3-45680801	0.04	0.13333333333333333
chr3-45680804	0.05	0.14285714285714285
chr3-45680808	0.3	0.21428571428571427
chr3-45680810	0.03	0.0
chr3-45680834	0.02	0.0
chr3-45680835	0.05	0.06666666666666667
chr3-45680849	0.06	0.3333333333333333
chr3-45680855	0.03	0.0
chr3-45680863	0.02	0.07142857142857142
chr3-45680890	0.02	0.75
chr3-45680899	0.04	0.14285714285714285
chr3-45680904	0.2	0.07142857142857142
chr3-45680906	0.04	0.06666666666666667
chr3-45680931	0.37	0.23076923076923078
chr3-45680942	0.63	0.5625
chr3-45680960	0.16	0.0
chr3-45680975	0.04	0.0625
chr3-45681018	0.02	0.0
chr3-47513097	0.01	0.0
chr3-47513104	0.01	0.0
chr3-47513119	0.01	0.0
chr3-47513128	0.02	0.1
chr3-47513155	0.02	0.5
chr3-47513195	0.01	0.0
chr3-47513218	0.01	0.23076923076923078
chr3-47513225	0.02	0.15384615384615385
chr3-47513265	0.02	0.5384615384615384
chr3-48292687	0.02	0.4
chr3-48292718	0.02	0.0
chr3-48292825	0.02	0.0
chr3-48748204	0.02	0.0
chr3-48748210	0.01	0.0
chr3-48749578	0.04	0.043478260869565216
chr3-48749602	0.03	0.0
chr3-48749609	0.25	0.30434782608695654
chr3-48749613	0.05	0.09090909090909091
chr3-48749618	0.13	0.6956521739130435
chr3-48749619	0.06	0.5217391304347826
chr3-48749645	0.01	0.2608695652173913
chr3-48749652	0.04	0.0
chr3-48749655	0.02	0.0
chr3-48749659	0.01	0.0
chr3-48749660	0.02	0.13043478260869565
chr3-48749661	0.03	0.09090909090909091
chr3-48749676	0.02	0.0
chr3-48749677	0.01	0.0
chr3-48749681	0.07	0.7619047619047619
chr3-48749686	0.01	0.05
chr3-48749700	0.03	0.0
chr3-48749717	0.01	0.38095238095238093
chr3-48749744	0.04	0.0
chr3-48749752	0.01	0.8095238095238095
chr3-48749759	0.01	0.0
chr3-48749765	0.01	0.05263157894736842
chr3-48749775	0.01	0.1111111111111111
chr3-48749892	0.01	0.0
chr3-48749894	0.03	0.0
chr3-48749895	0.01	0.07142857142857142
chr3-48749896	0.02	0.0
chr3-48750019	0.03	0.36363636363636365
chr3-48750055	0.02	0.09090909090909091
chr3-48750129	0.2	0.09090909090909091
chr3-48750134	0.03	0.1
chr3-48750161	0.01	0.8181818181818182
chr3-48750194	0.02	0.0
chr3-48750198	0.1	0.2222222222222222
chr3-48750201	0.07	0.0
chr3-48750207	0.14	0.0
chr3-48750235	0.01	0.25
chr3-48750239	0.02	0.0
chr3-48750241	0.22	0.625
chr3-48750251	0.64	1.0
chr3-48750263	0.02	0.0
chr3-48750281	0.02	0.0
chr3-48750285	0.01	0.0
chr3-48750287	0.02	0.0
chr3-48750301	0.05	0.125
chr3-48750324	0.03	0.375
chr3-48750337	0.01	0.0
chr3-48750423	0.32	0.125
chr3-48750476	0.28	0.8571428571428571
chr3-48924796	0.04	0.13636363636363635
chr3-48924797	0.03	0.13636363636363635
chr3-48924800	0.01	0.09090909090909091
chr3-48924814	0.01	0.13636363636363635
chr3-48924836	0.01	0.0
chr3-49415262	0.02	0.5294117647058824
chr3-49415305	0.01	0.05714285714285714
chr3-49415328	0.01	0.0
chr3-49415329	0.02	0.6111111111111112
chr3-49415345	0.02	0.0
chr3-49415351	0.01	0.08333333333333333
chr3-49415354	0.09	0.2222222222222222
chr3-49415355	0.03	0.05555555555555555
chr3-49415356	0.01	0.027777777777777776
chr3-49415357	0.02	0.0
chr3-49415369	0.01	0.4722222222222222
chr3-49415385	0.01	0.11428571428571428
chr3-49415392	0.01	0.0
chr3-49415395	0.02	0.05555555555555555
chr3-49415396	0.02	0.027777777777777776
chr3-49415419	0.02	0.0
chr3-49415457	0.03	0.19444444444444445
chr3-49423494	0.05	0.2
chr3-49423512	0.35	0.14285714285714285
chr3-49423513	0.28	0.0
chr3-49423540	0.24	0.21428571428571427
chr3-49423545	0.13	0.25
chr3-49423552	0.17	0.3076923076923077
chr3-49423553	0.54	0.25
chr3-49423554	0.54	0.6363636363636364
chr3-49423591	0.89	0.42857142857142855
chr3-49423600	0.42	0.0
chr3-49423656	0.41	0.14285714285714285
chr3-49423673	0.44	0.7142857142857143
chr3-49423680	0.44	0.7692307692307693
chr3-49423693	0.11	0.21428571428571427
chr3-49423947	0.13	0.42857142857142855
chr3-49423958	0.07	0.0
chr3-49423961	0.08	0.42857142857142855
chr3-49423987	0.26	0.8571428571428571
chr3-49424017	0.1	0.0
chr3-49424028	0.17	0.0
chr3-49424030	0.38	0.2857142857142857
chr3-49424033	0.56	0.42857142857142855
chr3-49424044	0.19	0.5
chr3-49424045	0.12	0.16666666666666666
chr3-49424069	0.33	0.14285714285714285
chr3-49424070	0.64	0.2857142857142857
chr3-49424097	0.14	0.0
chr3-49424101	0.15	0.0
chr3-49424124	0.12	0.7142857142857143
chr3-49424140	0.33	0.2857142857142857
chr3-49720059	0.01	0.45454545454545453
chr3-49720168	0.01	0.0
chr3-53088626	0.11	0.5714285714285714
chr3-53088685	0.05	0.0
chr3-53088710	0.07	0.0
chr3-53088777	0.08	0.0
chr3-53284677	0.01	0.09523809523809523
chr3-53866260	0.06	0.0
chr3-53866262	0.17	0.2
chr3-53866375	0.11	0.2
chr3-57272693	0.01	0.6111111111111112
chr3-57272765	0.03	0.05555555555555555
chr3-57272766	0.02	0.0
chr3-57272781	0.01	0.21052631578947367
chr3-57272784	0.02	0.7
chr3-57272806	0.22	0.6190476190476191
chr3-57272861	0.02	0.1
chr3-57272873	0.01	0.09523809523809523
chr3-57560600	0.01	0.35294117647058826
chr3-57626453	0.09	0.5454545454545454
chr3-57626465	0.16	0.09090909090909091
chr3-57626466	0.06	0.0
chr3-57626467	0.01	0.0
chr3-57626493	0.04	0.18181818181818182
chr3-57626544	0.17	0.8
chr3-57626553	0.05	0.0
chr3-57626560	0.02	0.0
chr3-57626585	0.02	0.1
chr3-57626587	0.07	0.2
chr3-57626597	0.04	0.7
chr3-57626609	0.02	0.2
chr3-57626622	0.01	0.0
chr3-57626626	0.01	0.0
chr3-57626640	0.02	0.0
chr3-57626652	0.01	0.0
chr3-57626663	0.02	0.2
chr3-58318402	0.02	0.3076923076923077
chr3-58318419	0.01	0.11538461538461539
chr3-58318429	0.04	0.038461538461538464
chr3-58318438	0.01	0.11538461538461539
chr3-58318456	0.01	0.07692307692307693
chr3-58318472	0.01	0.8461538461538461
chr3-58318551	0.03	0.6923076923076923
chr3-58318584	0.01	0.0
chr3-58318651	0.01	0.0
chr3-58318744	0.04	0.5714285714285714
chr3-58318745	0.03	0.6785714285714286
chr3-58318771	0.01	0.0
chr3-58318780	0.01	0.1724137931034483
chr3-58318790	0.01	0.2857142857142857
chr3-58318798	0.06	0.03571428571428571
chr3-58318813	0.09	0.07407407407407407
chr3-58318814	0.08	0.7407407407407407
chr3-58318816	0.03	0.03571428571428571
chr3-58318822	0.02	0.07142857142857142
